"label","ECSO_ID","ECSO_labels","Envthes_ID","Envthes_labels","ENVO_ID","ENVO_labels","PATO_ID","PATO_labels","PCO_ID","PCO_labels","BCO_ID","BCO_labels","CHEBI_ID","CHEBI_labels"
"fruticose lichen percent cover","http://purl.dataone.org/odo/ecso_00001633","fruticose lichen percent cover","","","","","","","","","","","",""
"functional level","http://purl.dataone.org/odo/ecso_00000308","functional level","","","","","","","","","","","",""
"gadolinium concentration","http://purl.dataone.org/odo/ecso_00001992","gadolinium concentration","","","","","","","","","","","",""
"gadolinium solubility in water","http://purl.dataone.org/odo/ecso_00001833","gadolinium solubility in water","","","","","","","","","","","",""
"gas particle counts per second at wavelength 298 nm","http://purl.dataone.org/odo/ecso_00002342","gas particle counts per second at wavelength 298 nm","","","","","","","","","","","",""
"gas particle counts per second at wavelength 340 nm","http://purl.dataone.org/odo/ecso_00002343","gas particle counts per second at wavelength 340 nm","","","","","","","","","","","",""
"gas particle counts per second at wavelength 360.8 nm","http://purl.dataone.org/odo/ecso_00002344","gas particle counts per second at wavelength 360.8 nm","","","","","","","","","","","",""
"gas particle counts per second at wavelength 420 nm","http://purl.dataone.org/odo/ecso_00002345","gas particle counts per second at wavelength 420 nm","","","","","","","","","","","",""
"gas particle intensity at wavelength 298 nm","http://purl.dataone.org/odo/ecso_00002342","gas particle intensity at wavelength 298 nm","","","","","","","","","","","",""
"gas particle intensity at wavelength 340 nm","http://purl.dataone.org/odo/ecso_00002343","gas particle intensity at wavelength 340 nm","","","","","","","","","","","",""
"gas particle intensity at wavelength 360.8 nm","http://purl.dataone.org/odo/ecso_00002344","gas particle intensity at wavelength 360.8 nm","","","","","","","","","","","",""
"gas particle intensity at wavelength 420 nm","http://purl.dataone.org/odo/ecso_00002345","gas particle intensity at wavelength 420 nm","","","","","","","","","","","",""
"glacier acidity","http://purl.dataone.org/odo/ecso_00001854","glacier acidity","","","","","","","","","","","",""
"global incoming shortwave radiation","http://purl.dataone.org/odo/ecso_00001910","global incoming shortwave radiation","","","","","","","","","","","",""
"gpp","http://purl.dataone.org/odo/ecso_00000020","gpp","http://vocabs.lter-europe.net/envthes/msa0519","gpp","","","","","","","","","",""
"gpp","http://purl.dataone.org/odo/ecso_00000020","gpp","http://vocabs.lter-europe.net/envthes/21074","gpp","","","","","","","","","",""
"graminoid percent cover","http://purl.dataone.org/odo/ecso_00001623","graminoid percent cover","","","","","","","","","","","",""
"grass carbon pool","http://purl.dataone.org/odo/ecso_00000032","grass carbon pool","","","","","","","","","","","",""
"grassland above ground net primary production carbon flux","http://purl.dataone.org/odo/ecso_00000533","grassland above ground net primary production carbon flux","","","","","","","","","","","",""
"grassland above ground npp carbon flux","http://purl.dataone.org/odo/ecso_00000533","grassland above ground npp carbon flux","","","","","","","","","","","",""
"gravel percentage in soil","http://purl.dataone.org/odo/ecso_00001963","gravel percentage in soil","","","","","","","","","","","",""
"gravimetric soil moisture percentage","http://purl.dataone.org/odo/ecso_00001583","gravimetric soil moisture percentage","","","","","","","","","","","",""
"gravimetric water content in soil","http://purl.dataone.org/odo/ecso_00001667","gravimetric water content in soil","","","","","","","","","","","",""
"gross ecosystem carbon dioxide exchange","http://purl.dataone.org/odo/ecso_00002287","gross ecosystem carbon dioxide exchange","","","","","","","","","","","",""
"gross ecosystem productivity","http://purl.dataone.org/odo/ecso_00002288","gross ecosystem productivity","","","","","","","","","","","",""
"gross primary production","http://purl.dataone.org/odo/ecso_00000020","gross primary production","http://vocabs.lter-europe.net/envthes/msa0519","gross primary production","","","","","","","","","",""
"gross primary production","http://purl.dataone.org/odo/ecso_00000020","gross primary production","http://vocabs.lter-europe.net/envthes/21074","gross primary production","","","","","","","","","",""
"gross primary production carbon flux","http://purl.dataone.org/odo/ecso_00000020","gross primary production carbon flux","","","","","","","","","","","",""
"gross primary productivity","http://purl.dataone.org/odo/ecso_00000020","gross primary productivity","http://vocabs.lter-europe.net/envthes/msa0519","gross primary productivity","","","","","","","","","",""
"gross primary productivity","http://purl.dataone.org/odo/ecso_00000020","gross primary productivity","http://vocabs.lter-europe.net/envthes/21074","gross primary productivity","","","","","","","","","",""
"ground heat flux","http://purl.dataone.org/odo/ecso_00001216","ground heat flux","","","","","","","","","","","",""
"ground surface temperature","http://purl.dataone.org/odo/ecso_00001527","ground surface temperature","http://vocabs.lter-europe.net/envthes/21526","ground surface temperature","","","","","","","","","",""
"ground surface temperature","http://purl.dataone.org/odo/ecso_00001527","ground surface temperature","http://vocabs.lter-europe.net/envthes/msa0520","ground surface temperature","","","","","","","","","",""
"ground temperature","http://purl.dataone.org/odo/ecso_00001229","ground temperature","http://vocabs.lter-europe.net/envthes/enveu_99","ground temperature","","","","","","","","","",""
"ground temperature","http://purl.dataone.org/odo/ecso_00001229","ground temperature","http://vocabs.lter-europe.net/envthes/21527","ground temperature","","","","","","","","","",""
"groundwater depth","http://purl.dataone.org/odo/ecso_00001213","groundwater depth","","","","","","","","","","","",""
"grouping","http://purl.dataone.org/odo/ecso_00000526","grouping","","","","","","","","","","","",""
"growth","http://purl.dataone.org/odo/ecso_00000540","growth","http://vocabs.lter-europe.net/envthes/21310","growth","","","","","","","","","",""
"growth","http://purl.dataone.org/odo/ecso_00000540","growth","http://vocabs.lter-europe.net/envthes/10059","growth","","","","","","","","","",""
"habitat type","http://purl.dataone.org/odo/ecso_00002299","habitat type","","","","","","","","","","","",""
"hco3 ","http://purl.dataone.org/odo/ecso_00000326","hco3 ","","","","","","","","","","","",""
"hco3 concentration","http://purl.dataone.org/odo/ecso_00000538","hco3 concentration","","","","","","","","","","","",""
"heat storage flux in air","http://purl.dataone.org/odo/ecso_00002268","heat storage flux in air","","","","","","","","","","","",""
"herbaceous plant height","http://purl.dataone.org/odo/ecso_00001911","herbaceous plant height","","","","","","","","","","","",""
"heterotrophic respiration","http://purl.dataone.org/odo/ecso_00000018","heterotrophic respiration","http://vocabs.lter-europe.net/envthes/msa0543","heterotrophic respiration","","","","","","","","","",""
"heterotrophic respiration","http://purl.dataone.org/odo/ecso_00000018","heterotrophic respiration","http://vocabs.lter-europe.net/envthes/22131","heterotrophic respiration","","","","","","","","","",""
"heterotrophic respiration carbon flux","http://purl.dataone.org/odo/ecso_00000018","heterotrophic respiration carbon flux","","","","","","","","","","","",""
"high temperature combustion","http://purl.dataone.org/odo/ecso_00001113","high temperature combustion","","","","","","","","","","","",""
"horizontal wind speed","http://purl.dataone.org/odo/ecso_00001588","horizontal wind speed","","","","","","","","","","","",""
"horsetails percent cover","http://purl.dataone.org/odo/ecso_00001634","horsetails percent cover","","","","","","","","","","","",""
"hour and minute of measurement","http://purl.dataone.org/odo/ecso_00002066","hour and minute of measurement","","","","","","","","","","","",""
"hour of day","http://purl.dataone.org/odo/ecso_00002048","hour of day","","","","","","","","","","","",""
"hour of measurement","http://purl.dataone.org/odo/ecso_00002048","hour of measurement","","","","","","","","","","","",""
"hours elapsed","http://purl.dataone.org/odo/ecso_00002067","hours elapsed","","","","","","","","","","","",""
"hydrogen isotope ratio","http://purl.dataone.org/odo/ecso_00001955","hydrogen isotope ratio","","","","","","","","","","","",""
"hydrogen percentage","http://purl.dataone.org/odo/ecso_00001915","hydrogen percentage","","","","","","","","","","","",""
"hydrogen percentage in soil","http://purl.dataone.org/odo/ecso_00001916","hydrogen percentage in soil","","","","","","","","","","","",""
"hydrogen peroxide concentration","http://purl.dataone.org/odo/ecso_00001913","hydrogen peroxide concentration","","","","","","","","","","","",""
"hydrogen peroxide concentration in ice","http://purl.dataone.org/odo/ecso_00001914","hydrogen peroxide concentration in ice","","","","","","","","","","","",""
"ice core conductivity","http://purl.dataone.org/odo/ecso_00001539","ice core conductivity","","","","","","","","","","","",""
"ice depth","http://purl.dataone.org/odo/ecso_00001555","ice depth","","","","","","","","","","","",""
"ice sheet area","http://purl.dataone.org/odo/ecso_00001724","ice sheet area","","","","","","","","","","","",""
"ice temperature","http://purl.dataone.org/odo/ecso_00001558","ice temperature","","","","","","","","","","","",""
"identifier","http://purl.dataone.org/odo/ecso_00001157","identifier","","","","","","","","","","","",""
"identity","http://purl.dataone.org/odo/ecso_00001157","identity","","","","","","","","","","","",""
"incoming longwave radiation","http://purl.dataone.org/odo/ecso_00001899","incoming longwave radiation","","","","","","","","","","","",""
"incoming par","http://purl.dataone.org/odo/ecso_00001581","incoming par","","","","","","","","","","","",""
"incoming photosynthetic photon flux density","http://purl.dataone.org/odo/ecso_00001581","incoming photosynthetic photon flux density","","","","","","","","","","","",""
"incoming photosynthetically active radiation","http://purl.dataone.org/odo/ecso_00001581","incoming photosynthetically active radiation","","","","","","","","","","","",""
"incoming radiation","http://purl.dataone.org/odo/ecso_00001859","incoming radiation","http://vocabs.lter-europe.net/envthes/enveu_251","incoming radiation","","","","","","","","","",""
"incoming radiation","http://purl.dataone.org/odo/ecso_00001859","incoming radiation","http://vocabs.lter-europe.net/envthes/22134","incoming radiation","","","","","","","","","",""
"incoming shortwave radiation","http://purl.dataone.org/odo/ecso_00001860","incoming shortwave radiation","","","","","","","","","","","",""
"incoming solar radiation","http://purl.dataone.org/odo/ecso_00001900","incoming solar radiation","","","","","","","","","","","",""
"inflorescence count","http://purl.dataone.org/odo/ecso_00001690","inflorescence count","","","","","","","","","","","",""
